SpeciesName,Genus,Family,Order,Authority,Year,TaxonomicReview,N_authors,N.Countries,Log10BodyMass_g,SppRichPerGenus,Morphometrics,Osteology,Dentition,InternalAnatomy,ShapeDescription,Trichology,Coloration,Karyotype,Molecular,MolMethod,N.Genes,N.Specimens,TaxaComparedExamined,TaxaCompared,N.Pages,N_evidencesI,N_evidencesII
Chodsigoa hoffmanni,Chodsigoa,Soricidae,Eulipotyphla,"Chen, He, Huang, Wan, Lin, & Jiang, 2017",2017,1,6,3,0.857332496431269,8,4,20,1,0,0,0,1,0,1,MultiLoci,3,14,8,7,1.038,29,5
Cyclopes rufus,Cyclopes,Cyclopedidae,Pilosa,"F. R. Miranda, Casali, Perini, F. A. Machado, & F. R. Santos, 2017",2017,1,5,2,,6,0,30,0,0,0,0,1,0,0,,0,5,6,6,3.3,31,2
Cyclopes thomasi,Cyclopes,Cyclopedidae,Pilosa,"F. R. Miranda, Casali, Perini, F. A. Machado, & F. R. Santos, 2017",2017,1,5,2,,6,0,30,0,0,0,0,1,0,0,,0,7,6,1,3.3,31,2
Cyclopes xinguensis,Cyclopes,Cyclopedidae,Pilosa,"F. R. Miranda, Casali, Perini, F. A. Machado, & F. R. Santos, 2017",2017,1,5,2,,6,0,30,0,0,0,0,1,0,0,,0,14,6,6,3.3,31,2
Deltamys araucaria,Deltamys,Cricetidae,Rodentia,"Quintela, Bertuol, E. M. González, Cordeiro-Estrela, Freitas, & G. L. Gonçalves, 2017",2017,0,6,3,,1,5,21,1,0,0,0,1,1,1,mtDNA,1,23,1,1,12.75,30,6
Fukomys hanangensis,Fukomys,Bathyergidae,Rodentia,"Faulkes, Mgode, E. K. Archer, & N. C. Bennett, 2017",2017,0,4,3,1.79239168949825,15,4,24,1,0,1,0,1,0,1,mtDNA,1,40,2,9,10.5,32,6
Fukomys livingstoni,Fukomys,Bathyergidae,Rodentia,"Faulkes, Mgode, E. K. Archer, & N. C. Bennett, 2017",2017,0,4,3,1.69897000433602,15,4,24,1,0,1,0,1,0,1,mtDNA,1,6,2,5,10.5,32,6
Galagoides kumbirensis,Galagoides,Galagidae,Primates,"Svensson, Bersacola, Mills, Munds, Nijman, Perkin, Masters, Couette, Nekaris, & Bearder, 2017",2017,0,10,6,,2,5,12,1,0,1,0,1,0,0,,0,4,3,3,8,20,5
Glauconycteris atra,Glauconycteris,Vespertilionidae,Chiroptera,"Hassanin, Colombo, Gembu, Merle, Vuong Tan Tu, GÃ¶rfÃ¶l, Akawa, Csorba, Kearney, Monadjem, & Ros Kiri Ing",2017,0,11,6,0.929418925714293,12,7,15,1,0,1,0,1,0,1,mtDNA,3,5,30,3,9.75,28,6
Hapalomys suntsovi,Hapalomys,Muridae,Rodentia,"Abramov, Balakirev, & Rozhnov",2017,0,3,2,,2,3,20,1,0,1,0,1,0,0,,0,9,2,2,5.25,26,5
Hoolock tianxing,Hoolock,Hylobatidae,Primates,"Fan Pengfei, He Kai, Chen Xing, Ortiz, Zhang Bin, Zhao Chao, Li Yunqiao, Zhang Haibo, Kimock, Wang Wenzhi, Groves, Turvey, Roos, K. M. Helgen, & Jiang Xuelong, 2017",2017,0,15,6,,2,0,23,1,0,0,0,1,0,1,"mtDNA, Mitogenome",2,17,2,2,7.5,27,4
Hsunycteris dashe,Hsunycteris,Phyllostomidae,Chiroptera,"Velazco, Soto-Centeno, Fleck, Voss, & Simmons",2017,0,5,1,0.968482948553935,3,4,11,1,0,1,0,1,0,0,,0,3,3,3,15.25,18,5
Kerivoula furva,Kerivoula,Vespertilionidae,Chiroptera,"Kuo Haochih, Soisook, Ho Yingyi, Csorba, Wang Chunneng, & Rossiter",2017,1,6,4,,26,2,11,1,0,1,0,1,0,0,,0,36,5,5,14.25,16,5
Laephotis stanleyi,Laephotis,Vespertilionidae,Chiroptera,"Goodman, Kearney, Ratsimbazafy, & Hassanin",2017,0,4,3,0.785329835010767,7,4,12,1,0,1,0,1,0,1,mtDNA,1,6,6,10,16.5,20,6
Microcavia jayat,Microcavia,Caviidae,Rodentia,"Teta, R. A. Ojeda, Lucero, & D'ElÃ­a",2017,0,4,2,1.77815125038364,4,2,16,1,0,1,0,1,0,0,,0,18,5,8,12.6,21,5
Monodelphis saci,Monodelphis,Didelphidae,Didelphimorphia,"S. E. Pavan, Mendes-Oliveira, & Voss, 2017",2017,0,3,2,,22,5,16,1,0,0,0,1,0,1,MultiLoci,5,22,8,11,15,28,5
Murina hkakaboraziensis,Murina,Vespertilionidae,Chiroptera,"Soisook, Win Niang Thaw, Mwint Kyaw, Sai Sein Lin Oo, Pimsai, Saurez-Rubio, & Renner",2017,0,7,4,0.531478917042255,37,5,16,1,0,1,0,1,0,1,"DNABarcode, mtDNA",1,1,30,5,9.5,25,6
Myotis attenboroughi,Myotis,Vespertilionidae,Chiroptera,"Moratelli, D. E. Wilson, Novaes, K. M. Helgen, & GutiÃ©rrez",2017,1,5,3,0.612783856719736,126,3,14,1,0,1,0,1,0,0,,0,13,16,23,6.25,20,5
Neacomys vargasllosai,Neacomys,Cricetidae,Rodentia,Hurtado & Pacheco,2017,1,2,1,1.32221929473392,10,3,18,1,0,1,0,1,0,1,mtDNA,1,85,5,0,6.225,25,6
Nyctimene wrightae,Nyctimene,Pteropodidae,Chiroptera,Irwin,2017,1,1,1,,14,19,30,1,0,1,0,1,0,0,,0,119,3,3,17.5,52,5
Ochotona flatcalvariam,Ochotona,Ochotonidae,Lagomorpha,"Liu Shaoying, Jin Wei, Liao Rui, Sun Zhiyu, & Yang Liu, 2017",2017,0,5,1,2.04921802267018,33,2,14,1,0,1,0,1,0,1,mtDNA,1,,,,4.78,20,6
Ochotona huanglongensis,Ochotona,Ochotonidae,Lagomorpha,"Liu Shaoying, Jin Wei, Liao Rui, & Sun Zhiyu, 2017",2017,0,4,1,1.74036268949424,33,2,14,1,0,1,0,1,0,1,mtDNA,1,,,,4.78,20,6
Ochotona qionglaiensis,Ochotona,Ochotonidae,Lagomorpha,"Liu Shaoying, Jin Wei, Liao Rui, & Sun Zhiyu, 2017",2017,,4,,,33,,,,,,,,,,,,,,,,,
Ototylomys chiapensis,Ototylomys,Cricetidae,Rodentia,"Porter, Beasley, OrdÃ³Ã±ez-Garza, Lindsey, Rogers, Lewis-Rogers, Sites, & R. D. Bradley",2017,0,8,1,2.04139268515823,1,4,16,1,0,1,0,1,1,1,mtDNA,1,22,6,3,11.25,25,7
Pongo tapanuliensis,Pongo,Hominidae,Primates,"Nurcahyo, Meijaard, Nowak, Fredriksson, & Groves, 2017",2017,0,5,5,,2,0,44,1,0,0,0,1,0,1,"Mitogenome, SNPs",0,4,6,3,2,46,4
Rhipidomys albujai,Rhipidomys,Cricetidae,Rodentia,"Brito, Tinoco, ChÃ¡vez, Moreno-CÃ¡rdenas, Batallas, & Ojala-Barbour",2017,0,6,2,,23,4,20,1,0,1,0,1,0,1,mtDNA,1,4,3,6,11.15,28,6
Sorex madrensis,Sorex,Soricidae,Eulipotyphla,"Matson & Ordóñez-Garza, 2017",2017,0,2,1,0.845098040014257,87,4,12,1,0,0,0,1,0,0,,0,32,5,3,2,18,4
Sorex mccarthyi,Sorex,Soricidae,Eulipotyphla,"Matson & Ordóñez-Garza, 2017",2017,0,2,1,0.625312450961674,87,4,12,1,0,0,0,1,0,0,,0,1,5,4,2,18,4
Sturnira adrianae,Sturnira,Phyllostomidae,Chiroptera,"Molinari, Bustos, Burneo, Camacho, Moreno, & FermÃ­n",2017,0,6,2,1.39794000867204,22,4,11,1,0,1,0,1,0,1,mtDNA,1,209,5,23,13.75,19,6
Sylvilagus parentum,Sylvilagus,Leporidae,Lagomorpha,"Ruedas, 2017",2017,0,1,1,3.16435285578444,27,4,33,1,0,0,0,1,0,0,,0,15,2,21,11.75,39,4
Talpa aquitania,Talpa,Talpidae,Eulipotyphla,"Nicolas, Martínez-Vargas, & Hugot, 2017",2017,0,3,2,1.86332286012046,11,6,11,1,0,0,0,1,0,1,mtDNA,1,60,,2,2.5,20,5
Tarsius spectrumgurskyae,Tarsius,Tarsiidae,Primates,"Shekelle, Groves, Maryanto, & Mittermeier, 2017",2017,0,4,3,,10,7,24,1,0,0,0,1,0,0,,0,23,1,6,2.375,33,4
Tarsius supriatnai,Tarsius,Tarsiidae,Primates,"Shekelle, Groves, Maryanto, & Mittermeier, 2017",2017,0,4,3,,10,7,24,1,0,0,0,1,0,0,,0,14,1,6,2.375,33,4
Tylonycteris tonkinensis,Tylonycteris,Vespertilionidae,Chiroptera,"Vuong Tan Tu, Csorba, Ruedi, Furey, Nguyen Truong Son, Vu Dinh Thong, Bonillo, & Hassanin",2017,0,8,6,0.602059991327962,5,3,11,1,0,1,0,1,0,1,mtDNA,1,11,7,4,12.25,18,6
Typhlomys nanus,Typhlomys,Platacanthomyidae,Rodentia,"Cheng Feng, He Kai, Chen Zhongzheng, Zhang Bin, Wan Tao, Li Jiatang, Zhang Baowei, & Jiang Xuelong",2017,1,8,3,0.973127853599699,3,3,11,1,0,1,0,1,0,1,MultiLoci,5,3,4,3,9.3,22,6
Uromys vika,Uromys,Muridae,Rodentia,Lavery & Judge,2017,0,2,3,,10,0,15,1,0,1,0,1,0,1,mtDNA,1,1,7,8,8.8,19,5
Akodon kotosh,Akodon,Cricetidae,Rodentia,JimÃ©nez & Pacheco,2016,0,2,1,,39,3,19,1,0,1,0,1,0,0,,0,44,6,9,11.1,25,5
Cheirogaleus shethi,Cheirogaleus,Cheirogaleidae,Primates,"Frasier, Lei Runhua, McLain, J. M. Taylor, C. A. Bailey, Ginter, Nash, Randriamampionona, Groves, Mittermeier, & Louis, 2016",2016,0,11,3,2.0899051114394,8,20,2,1,0,0,0,1,0,1,MultiLoci,7,18,8,4,7,31,5
Crocidura afeworkbekelei,Crocidura,Soricidae,Eulipotyphla,"Lavrenchenko, Voyta, & Hutterer",2016,1,3,2,,196,4,25,1,0,1,0,1,0,0,,0,3,12,10,19,32,5
Crocidura umbra,Crocidura,Soricidae,Eulipotyphla,"Demos, Achmadi, Handika, Maharadatunkamsi, Rowe, & Esselstyn",2016,0,6,3,0.716003343634799,196,4,11,1,0,1,0,1,0,1,mtDNA,1,36,4,3,,19,6
Crocidura yaldeni,Crocidura,Soricidae,Eulipotyphla,"Lavrenchenko, Voyta, & Hutterer",2016,1,3,1,,196,4,26,1,0,1,0,1,0,0,,0,3,8,12,19.4,33,5
Cryptotis dinirensis,Cryptotis,Soricidae,Eulipotyphla,Quiroga-Carmona & DoNascimiento,2016,0,2,2,,46,3,21,1,0,1,0,1,0,0,,0,26,6,12,8.1,27,5
Cryptotis monteverdensis,Cryptotis,Soricidae,Eulipotyphla,Woodman & Timm,2016,0,2,1,,47,2,22,1,0,1,0,1,0,0,,0,1,5,5,7.3,27,5
Dromiciops bozinovici,Dromiciops,Microbiotheriidae,Microbiotheria,"D'Elía, Hurtado, & D'Anatro, 2016",2016,0,3,3,1,1,4,15,1,0,0,0,1,0,1,mtDNA,1,18,2,2,5.5,22,5
Eremoryzomys mesocaudis,Eremoryzomys,Cricetidae,Rodentia,Uturunco & Pacheco,2016,0,2,1,,1,3,20,1,0,1,0,1,0,0,,0,31,4,2,14.4,26,5
Eumops chimaera,Eumops,Molossidae,Chiroptera,"Gregorin, Moras, Acosta, Vasconcellos, Poma, F. R. Santos, & Paca, 2016",2016,0,7,2,,16,6,18,1,0,1,0,1,0,1,mtDNA,1,3,15,16,7.75,28,6
Euroscaptor kuznetsovi,Euroscaptor,Talpidae,Eulipotyphla,"Zemlemerova, Bannikova, Lebedev, Rozhnov, & Abramov, 2016",2016,0,5,2,,9,2,18,1,0,1,0,1,0,1,MultiLoci,6,3,7,6,6.4,29,6
Euroscaptor ngoclinhensis,Euroscaptor,Talpidae,Eulipotyphla,"Zemlemerova, Bannikova, Levedev, & Abramov, 2016",2016,0,4,2,,9,2,18,1,0,1,0,1,0,1,MultiLoci,6,3,7,2,6.4,29,6
Euroscaptor orlovi,Euroscaptor,Talpidae,Eulipotyphla,"Zemlemerova, Bannikova, Lebedev, Rozhnov, & Abramov, 2016",2016,0,5,2,,9,2,18,1,0,1,0,1,0,1,MultiLoci,6,6,7,4,6.4,29,6
Gracilimus radix,Gracilimus,Muridae,Rodentia,"Rowe, Achmadi, & Esselstyn",2016,0,3,3,,0,4,24,1,0,1,0,1,0,1,MultiLoci,5,5,9,8,8.9,36,6
Juliomys ximenezi,Juliomys,Cricetidae,Rodentia,"Christoff, E. M. Vieira, L. R. Oliveira, J. W. Gonçalves, Valiati, & Tomasi, 2016",2016,0,6,1,,3,4,29,1,0,0,0,1,1,1,mtDNA,1,4,4,4,8,37,6
Lonchorhina mankomara,Lonchorhina,Phyllostomidae,Chiroptera,Mantilla-Meluk & Montenegro,2016,0,2,1,1.51851393987789,5,4,10,1,0,1,0,1,0,0,,0,4,6,4,8.45,17,5
Macronycteris cryptovalorona,Macronycteris,Hipposideridae,Chiroptera,"Goodman, Schoeman, Rakotoarivelo, & Willows-Munro",2016,1,4,3,1.62838893005031,4,4,28,1,0,1,0,1,0,1,mtDNA,1,2,1,1,14.2,36,6
Marmosops chucha,Marmosops,Didelphidae,Didelphimorphia,"Díaz-Nieto & Voss, 2016",2016,1,2,1,,18,4,11,1,0,0,0,1,0,0,,0,10,11,4,5,17,4
Marmosops magdalenae,Marmosops,Didelphidae,Didelphimorphia,"Díaz-Nieto & Voss, 2016",2016,1,2,1,,18,4,11,1,0,0,0,1,0,0,,0,5,11,4,5,17,4
Microcebus boraha,Microcebus,Cheirogaleidae,Primates,"Hotaling, Foley, N. M. Lawrence, Bocanegra, Blanco, Rasoloarison, Kappeler, Barrett, Yoder, & Weisrock, 2016",2016,0,10,3,1.76342799356294,23,5,8,1,0,0,0,1,0,1,MultiLoci,2,6,,1,3,17,5
Microcebus ganzhorni,Microcebus,Cheirogaleidae,Primates,"Hotaling, Foley, N. M. Lawrence, Bocanegra, Blanco, Rasoloarison, Kappeler, Barrett, Yoder, & Weisrock, 2016",2016,0,10,3,,23,0,0,0,0,0,0,1,0,1,MultiLoci,2,,,1,3,3,2
Microcebus manitatra,Microcebus,Cheirogaleidae,Primates,"Hotaling, Foley, N. M. Lawrence, Bocanegra, Blanco, Rasoloarison, Kappeler, Barrett, Yoder, & Weisrock, 2016",2016,0,10,3,1.75204844781944,23,5,8,1,0,0,0,1,0,1,MultiLoci,2,16,,,3,17,5
Myotis clydejonesi,Myotis,Vespertilionidae,Chiroptera,"Moratelli, D. E. Wilson, A. L. Gardner, R. D. Fisher, & Gutierrez",2016,0,5,2,0.633468455579587,125,5,16,1,0,1,0,1,0,0,,0,1,9,6,10.25,24,5
Necromys lilloi,Necromys,Cricetidae,Rodentia,"Jayat, D'ElÃ­a, Ortiz, & Teta",2016,0,4,2,1.20411998265592,7,3,19,1,0,1,0,1,0,1,mtDNA,1,5,4,5,8.5,26,6
Neodon medogensis,Neodon,Cricetidae,Rodentia,"Liu Shaoying, Jin Wei, Liu Yang, Murphy, Lv Bin, Hao Haibang, Liao Rui, Sun Zhiyu, Tang Mingkun, Cehn Weicai, & Fu Jianrong, 2016",2016,1,11,2,1.59328606702046,8,4,13,1,0,1,0,1,0,1,MultiLoci,2,14,18,1,6,22,6
Neodon nyalamensis,Neodon,Cricetidae,Rodentia,"Liu Shaoying, Jin Wei, Liu Yang, Murphy, Lv Bin, Hao Haibang, Liao Rui, Sun Zhiyu, Tang Mingkun, Cehn Weicai, & Fu Jianrong, 2016",2016,1,11,2,1.55630250076729,8,4,13,1,0,1,0,1,0,1,MultiLoci,2,22,18,7,6,22,6
Oecomys franciscorum,Oecomys,Cricetidae,Rodentia,"Pardiñas, Teta, Salazar-Bravo, Myers, & Galliari, 2016",2016,0,5,2,1.77815125038364,17,6,22,1,1,0,0,1,1,1,nucDNA,1,28,7,9,10.5,33,7
Peromyscus gardneri,Peromyscus,Cricetidae,Rodentia,"Lorenzo, Ãlvarez-CastaÃ±eda, PÃ©rez-Consuegra, & Patton",2016,0,4,3,,75,0,19,1,0,1,0,1,0,1,mtDNA,3,,,3,4.75,25,5
Peromyscus kilpatricki,Peromyscus,Cricetidae,Rodentia,"R. D. Bradley, OrdÃ³Ã±ez-Garza, Ceballos, Rogers, & Schmidly",2016,0,5,2,,76,3,17,1,0,1,0,1,1,1,mtDNA,1,55,7,7,7.7,25,7
Pipistrellus dhofarensis,Pipistrellus,Vespertilionidae,Chiroptera,"Benda, Reiter, Uhrin, & VaradÃ­novÃ¡",2016,0,4,2,,31,3,20,1,0,1,0,1,0,1,mtDNA,1,68,6,9,15.6,27,6
Pseudoromicia isabella,Pseudoromicia,Vespertilionidae,Chiroptera,"Decher, Hutterer, & Monadjem in Decher, A. Hoffmann, R. W. Norris, Kadjo, Astrin, Monadjem, & Hutterer",2016,1,3,5,0.740362689494244,4,4,13,1,0,1,0,1,0,1,mtDNA,1,3,2,2,20,21,6
Rattus detentus,Rattus,Muridae,Rodentia,"Timm, Weijola, K. P. Aplin, Flannery, & Pine in Timm, Weijola, K. P. Aplin, Donnellan, Flannery, Thomson, & Pine",2016,0,5,4,,68,3,31,1,0,1,0,1,0,1,MultiLoci,4,194,4,10,10.65,41,6
Rhinolophus chutamasae,Rhinolophus,Rhinolophidae,Chiroptera,"Soisook, Karapan, Srikrachang, Dejtaradol, Nualcharoen, Bumrungsri, Lin, Aung, Bates, Harytyunyan, Bús, & Bogdanowicz, 2016",2016,0,12,5,,107,12,16,1,0,0,0,1,0,1,mtDNA,2,15,4,15,18,32,5
Abrothrix manni,Abrothrix,Cricetidae,Rodentia,"D'ElÃ­a, Teta, Upham, PardiÃ±as, & B. D. Patterson",2015,0,5,3,1.44715803134222,8,3,19,1,0,1,0,1,0,1,MultiLoci,3,69,8,4,8.95,28,6
Antechinus vandycki,Antechinus,Dasyuridae,Dasyuromorphia,"A. M. Baker, Mutton, Mason, & E. L. Gray, 2015",2015,1,4,1,1.94987770403687,14,4,30,1,0,1,0,1,0,0,,0,7,2,4,7.625,37,5
Antillomys rayi,Antillomys,Cricetidae,Rodentia,"Brace, Turvey, Weksler, Hoogland, & Barnes",2015,0,5,3,,0,0,5,1,0,1,0,0,0,1,mtDNA,1,15,,1,4.2,8,4
Aselliscus dongbacanus,Aselliscus,Hipposideridae,Chiroptera,"Vuong Tan Tu, Csorba, GÃ¶rfÃ¶l, Arai, Nguyen Truong Son, & Hasanin",2015,1,6,4,0.653212513775344,2,8,12,1,0,1,0,1,0,1,mtDNA,2,23,3,4,12.75,25,6
Batomys uragon,Batomys,Muridae,Rodentia,"Balete, Rickart, Heaney, & Jansa",2015,0,4,1,2.24303804868629,5,3,18,1,0,1,0,1,0,1,mtDNA,1,15,1,2,10.7,25,6
Calomys mattevii,Calomys,Cricetidae,Rodentia,"Gurgel-Filho, Feijó, & Langguth, 2015",2015,1,3,1,,18,6,11,1,0,0,0,1,1,0,,0,15,2,14,1.92,20,5
Cheirogaleus andysabini,Cheirogaleus,Cheirogaleidae,Primates,"Lei Runhua, McLain, Frasier, J. M. Taylor, C. A. Bailey, Engberg, Ginter, Nash, Randriamampionona, Groves, Mittermeier, & Louis, 2015",2015,0,12,3,2.49136169383427,7,18,3,1,0,0,0,1,0,1,MultiLoci,15,12,,2,3,38,5
Crocidura fingui,Crocidura,Soricidae,Eulipotyphla,"CerÃ­aco, Marques, Jacquet, Nicolas, Colyn, Denys, Sardinha, & Bastos-Silveira",2015,0,8,2,,193,7,22,1,0,1,0,1,0,1,mtDNA,2,9,2,2,8.5,34,6
Crocidura mdumai,Crocidura,Soricidae,Eulipotyphla,"Stanley, Hutterer, Giarla, & Esselstyn, 2015",2015,0,4,2,0.919078092376074,193,5,17,1,0,1,0,1,0,1,MultiLoci,9,17,7,3,3.42,34,6
Crocidura munissii,Crocidura,Soricidae,Eulipotyphla,"Stanley, Hutterer, Giarla, & Esselstyn, 2015",2015,0,4,2,1.06069784035361,193,5,17,1,0,1,0,1,0,1,MultiLoci,9,155,7,2,3.42,34,6
Crocidura newmarki,Crocidura,Soricidae,Eulipotyphla,"Stanley, Hutterer, Giarla, & Esselstyn, 2015",2015,0,4,2,0.929418925714293,193,5,17,1,0,1,0,1,0,1,MultiLoci,4,86,7,3,3.42,29,6
Cryptotis cavatorculus,Cryptotis,Soricidae,Eulipotyphla,"Woodman, 2015",2015,0,1,1,,45,4,71,1,0,0,0,1,0,0,,0,1,5,8,7,77,4
Cryptotis celaque,Cryptotis,Soricidae,Eulipotyphla,"Woodman, 2015",2015,0,1,1,,45,4,71,1,0,0,0,1,0,0,,0,13,5,6,7,77,4
Cryptotis mccarthyi,Cryptotis,Soricidae,Eulipotyphla,"Woodman, 2015",2015,0,1,1,,45,4,71,1,0,0,0,1,0,0,,0,17,5,7,7,77,4
Cryptotis perijensis,Cryptotis,Soricidae,Eulipotyphla,Quiroga-Carmona & Woodman,2015,0,2,2,,45,2,17,1,0,1,0,1,0,0,,0,2,5,7,6.05,22,5
Eudiscoderma thongareeae,Eudiscoderma,Megadermatidae,Chiroptera,"Soisook, Prajakjitr, Karapan, Francis, & P. J. J. Bates",2015,0,5,3,1.55630250076729,0,10,13,1,0,1,0,1,0,1,"DNABarcode, mtDNA",1,,5,24,16.5,27,6
Glischropus aquilus,Glischropus,Vespertilionidae,Chiroptera,"Csorba, GÃ¶rfÃ¶l, Wiantoro, Kingston, P. J. J. Bates, & Huang Chunchia",2015,0,6,4,0.681241237375587,3,6,10,1,0,1,0,1,0,1,mtDNA,1,1,3,3,8.25,20,6
Histiotus diaphanopterus,Histiotus,Vespertilionidae,Chiroptera,"Feijó, P. A. Rocha, & Althoff, 2015",2015,0,3,1,1,8,11,15,1,0,1,0,1,0,0,,0,16,5,7,11.25,29,5
Hylomyscus heinrichorum,Hylomyscus,Muridae,Rodentia,"Carleton, Banasiak, & Stanley",2015,1,3,1,,17,3,16,1,0,1,0,1,0,0,,0,25,3,3,17.9,22,5
Hyorhinomys stuempkei,Hyorhinomys,Muridae,Rodentia,"Esselstyn, Achmadi, Handika, & Rowe",2015,0,4,3,2.42813479402879,0,3,20,1,0,1,0,1,0,1,MultiLoci,5,5,7,9,6.7,31,6
Lenomys grovesi,Lenomys,Muridae,Rodentia,Musser,2015,0,1,1,,1,4,23,1,0,1,0,1,0,0,,0,1,1,1,31.9,30,5
Lonchophylla inexpectata,Lonchophylla,Phyllostomidae,Chiroptera,"Moratelli & Dias, 2015",2015,0,2,2,,12,1,12,1,0,0,0,1,0,0,,0,48,5,12,11,15,4
Macaca leucogenys,Macaca,Cercopithecidae,Primates,"Li Cheng, Zhao Chao, & Fan Pengfei, 2015",2015,0,3,1,,23,3,0,0,0,0,0,1,0,0,,0,13,3,6,7.75,4,2
Miniopterus ambohitrensis,Miniopterus,Miniopteridae,Chiroptera,"Goodman, Ramasindrazana, Naughton, & Appleton",2015,0,4,4,0.886490725172482,37,4,13,1,0,1,0,1,0,1,mtDNA,1,5,4,1,15.6,21,6
Monodelphis pinocchio,Monodelphis,Didelphidae,Didelphimorphia,"S. E. Pavan, 2015",2015,0,1,1,,21,5,6,1,0,0,0,1,0,1,MultiLoci,5,8,,17,9.25,18,5
Murina fanjingshanensis,Murina,Vespertilionidae,Chiroptera,"He Fang, Xiao Ning, & Zhou Jiang",2015,0,3,1,,35,15,27,1,0,1,0,1,0,1,mtDNA,1,3,2,2,5.25,46,6
Murina kontumensis,Murina,Vespertilionidae,Chiroptera,"Nguyen Truong Son, Csorba, Vuong Tan Tu, Vu Dinh Thong, Wu Yi, Harada, Oshida, Endo, & Motokawa",2015,1,9,4,0.698970004336019,35,4,14,1,0,1,0,1,1,1,"DNABarcode, mtDNA",1,1,13,21,25,23,7
Myotis secundus,Myotis,Vespertilionidae,Chiroptera,"Ruedi, Csorba, Lin Liangkong, & Chou Chenghan, 2015",2015,1,4,3,,124,8,8,1,0,0,0,1,0,1,mtDNA,1,24,7,8,3.25,19,5
Myotis soror,Myotis,Vespertilionidae,Chiroptera,"Ruedi, Csorba, Lin Liangkong, & Chou Chenghan, 2015",2015,1,4,3,,124,9,8,1,0,0,0,1,0,1,mtDNA,1,1,7,7,3.25,20,5
Neoromicia bemainty,Neoromicia,Vespertilionidae,Chiroptera,"Goodman, Rakotondramanana, Ramasindrazana, Kearney, Monadjem, Schoeman, P. J. Taylor, Naughton, & Appleton",2015,0,9,6,0.591064607026499,4,5,12,1,0,1,0,1,0,1,mtDNA,1,5,4,10,24.45,21,6
Neusticomys vossi,Neusticomys,Cricetidae,Rodentia,"J. D. Hanson, D'ElÃ­a, Ayers, Cox, Burneo, & T. E. Lee",2015,0,6,3,,6,4,17,1,0,1,0,1,0,1,mtDNA,2,11,13,6,7.8,26,6
Otomops harrisoni,Otomops,Molossidae,Chiroptera,"Ralph, L. R. Richards, P. J. Taylor, Napier, & Lamb",2015,1,5,1,,7,4,12,1,0,1,0,1,0,1,MultiLoci,2,107,13,3,25.25,21,6
Phyllotis occidens,Phyllotis,Cricetidae,Rodentia,Rengifo & Pacheco,2015,1,2,1,,21,3,20,1,0,1,0,1,0,1,mtDNA,1,140,4,0,24.3,27,6
Plecturocebus urubambensis,Plecturocebus,Pitheciidae,Primates,"(Vermeer & Tello-Alvarado, 2015)",2015,0,2,1,,21,6,23,1,0,0,0,1,0,0,,0,3,2,3,5.25,31,4
Rhinolophus francisi,Rhinolophus,Rhinolophidae,Chiroptera,"Soisook, Struebig, P. J. J. Bates, & Miguez in Soisook, Struebig, Noerfahmy, Bernard, Maryanto, Chen Shiangfan, Rossiter, Kuo Haochih, Deshpande, P. J. J. Bates, Sykes, & Miguez",2015,0,4,6,1.25527250510331,104,9,15,1,0,1,0,1,0,1,mtDNA,1,3,5,4,12,28,6
Rhinolophus luctoides,Rhinolophus,Rhinolophidae,Chiroptera,"Volleth, Loidl, F. Mayer, Yong Hoisen, S. MÃ¼ller, & K. G. Heller",2015,0,6,3,1.50514997831991,104,6,14,1,0,1,0,1,1,1,mtDNA,1,4,10,2,9.8,25,7
Scotonycteris bergmansi,Scotonycteris,Pteropodidae,Chiroptera,"Hassanin, Khouider, Gembu, Goodman, Kadjo, Nesi, Pourrut, NakounÃ©, & Bonillo",2015,0,9,6,,2,0,0,0,0,0,0,0,0,1,MultiLoci,12,11,,2,10.5,12,1
Antechinus arktos,Antechinus,Dasyuridae,Dasyuromorphia,"A. M. Baker, Mutton, Hines, & Van Dyck, 2014",2014,0,4,1,,13,4,30,1,0,1,0,1,0,0,,0,11,3,16,22,37,5
Apomys iridensis,Apomys,Muridae,Rodentia,"Heaney, Balete, Veluz, Steppan, Esselstyn, Pfeiffer, & Rickart, 2014",2014,0,7,2,2.01703333929878,18,5,18,0,0,0,0,1,0,0,,0,,,2,4.92,24,3
Apomys lubangensis,Apomys,Muridae,Rodentia,"Heaney, Balete, Veluz, Steppan, Esselstyn, Pfeiffer, & Rickart, 2014",2014,0,7,2,2.10720996964787,18,5,18,0,0,0,0,1,0,0,,0,,,5,4.92,24,3
Bunomys karokophilus,Bunomys,Muridae,Rodentia,"Musser, 2014",2014,1,1,1,,6,4,18,1,0,1,0,1,1,0,,0,28,4,4,36.4875,26,6
Bunomys torajae,Bunomys,Muridae,Rodentia,"Musser, 2014",2014,1,1,1,,6,4,18,1,0,1,0,1,1,0,,0,7,4,5,36.488,26,6
Calassomys apicalis,Calassomys,Cricetidae,Rodentia,"Pardiñas, G. Lessa, Teta, Salazar-Bravo, & Câmara, 2014",2014,0,5,3,1.53781909507327,0,5,18,1,1,1,0,1,1,1,MultiLoci,2,19,9,10,8.5,30,8
Calomys achaku,Calomys,Cricetidae,Rodentia,"Zeballos, Palma, Marquet, & Ceballos, 2014",2014,1,4,3,1.42324587393681,17,5,16,1,0,0,0,1,0,1,mtDNA,1,33,6,12,4,24,5
